student_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,School
917,male,group D,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,5 to 10,72,81,74,7
918,female,group D,some high school,free/reduced,completed,single,regularly,yes,1,NA,5 to 10,65,75,83,7
919,female,group A,master's degree,standard,completed,divorced,regularly,yes,1,school_bus,< 5,66,75,82,7
920,male,group B,high school,standard,completed,married,regularly,yes,0,school_bus,5 to 10,80,90,87,7
921,male,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,5 to 10,73,82,76,7
922,female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,> 10,60,74,75,7
923,female,group E,some college,free/reduced,none,married,regularly,yes,NA,school_bus,< 5,78,83,83,7
924,male,group A,some high school,free/reduced,none,single,sometimes,yes,NA,private,5 to 10,57,46,47,7
925,male,group B,some high school,free/reduced,none,married,sometimes,yes,4,private,5 to 10,53,65,59,7
926,female,group B,high school,standard,none,married,sometimes,yes,3,school_bus,< 5,80,92,92,7
927,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,73,79,86,7
928,female,group D,associate's degree,standard,NA,married,regularly,yes,1,school_bus,5 to 10,89,98,94,7
929,female,group E,associate's degree,standard,NA,divorced,never,yes,NA,NA,< 5,89,95,95,7
930,female,group A,associate's degree,free/reduced,none,married,never,no,3,NA,> 10,57,68,69,7
931,male,group E,some high school,free/reduced,completed,single,regularly,no,2,school_bus,5 to 10,59,59,62,7
932,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,77,82,79,7
933,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,5 to 10,87,80,84,7
934,male,group C,master's degree,standard,completed,single,sometimes,yes,1,school_bus,5 to 10,81,89,85,7
935,male,group C,high school,standard,completed,married,sometimes,yes,2,private,< 5,62,58,52,7
936,male,group E,high school,standard,completed,married,regularly,yes,4,school_bus,5 to 10,94,94,89,7
937,female,group E,high school,standard,none,divorced,sometimes,yes,7,school_bus,5 to 10,72,63,62,7
939,male,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,5 to 10,83,75,77,7
942,female,group C,high school,free/reduced,none,married,sometimes,no,2,school_bus,5 to 10,50,53,55,7
943,male,group B,associate's degree,standard,completed,single,regularly,yes,1,private,> 10,94,83,85,7
944,female,group D,associate's degree,free/reduced,none,married,regularly,yes,1,NA,> 10,72,81,80,7
945,female,group D,NA,standard,none,single,sometimes,no,4,school_bus,5 to 10,69,79,81,7
946,female,group C,some high school,free/reduced,none,married,regularly,no,NA,private,5 to 10,64,78,72,7
947,male,group E,high school,standard,completed,divorced,sometimes,yes,5,school_bus,5 to 10,94,91,84,7
948,male,group E,some high school,standard,completed,married,sometimes,yes,2,private,5 to 10,100,100,94,7
950,male,group C,some high school,free/reduced,none,married,never,yes,1,school_bus,5 to 10,48,58,51,7
951,male,group E,high school,free/reduced,none,single,sometimes,yes,0,private,5 to 10,82,78,76,7
953,male,group C,associate's degree,free/reduced,none,single,regularly,no,1,school_bus,5 to 10,62,56,54,7
954,female,NA,some college,standard,none,married,regularly,yes,NA,school_bus,5 to 10,85,88,84,7
955,female,group B,high school,free/reduced,none,NA,regularly,no,3,private,5 to 10,44,52,50,7
956,male,group B,high school,standard,completed,married,sometimes,yes,4,private,5 to 10,74,65,68,7
957,male,group D,some high school,standard,none,NA,sometimes,yes,5,school_bus,< 5,61,51,53,7
958,male,group E,some high school,free/reduced,none,married,regularly,yes,1,school_bus,5 to 10,76,69,68,7
959,female,group D,some high school,standard,completed,married,regularly,NA,1,school_bus,5 to 10,71,84,78,7
960,female,group B,some high school,standard,none,NA,sometimes,yes,4,school_bus,> 10,59,66,58,7
961,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,65,74,76,7
962,female,group C,high school,free/reduced,completed,married,sometimes,yes,NA,private,5 to 10,60,75,75,7
963,female,group B,master's degree,free/reduced,none,single,sometimes,yes,3,private,5 to 10,69,87,85,7
964,male,group A,some high school,standard,completed,married,sometimes,no,1,private,5 to 10,62,63,63,7
965,female,group E,master's degree,standard,completed,married,never,no,5,school_bus,< 5,81,84,91,7
966,male,group C,associate's degree,standard,completed,single,NA,no,2,school_bus,5 to 10,73,78,76,7
967,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,5 to 10,65,73,66,7
968,male,group C,associate's degree,free/reduced,completed,NA,sometimes,no,3,NA,< 5,60,63,65,7
969,male,NA,some high school,standard,none,married,regularly,no,1,private,< 5,65,62,59,7
970,female,group E,bachelor's degree,standard,completed,divorced,never,yes,1,private,< 5,66,77,80,7
971,male,group A,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,1,private,5 to 10,67,68,56,7
972,female,group B,some college,standard,completed,single,sometimes,yes,4,school_bus,< 5,54,75,74,7
973,female,group D,some college,standard,completed,married,regularly,yes,4,private,< 5,60,71,71,7
974,male,group C,some high school,free/reduced,completed,married,sometimes,no,2,private,< 5,73,77,79,7
975,male,group D,NA,standard,none,married,sometimes,no,5,NA,5 to 10,77,68,64,7
976,male,group D,high school,free/reduced,none,married,regularly,yes,NA,private,< 5,58,60,51,7
977,male,group E,some college,free/reduced,none,married,never,no,1,school_bus,> 10,70,53,55,7
978,male,group B,high school,standard,none,married,sometimes,yes,3,private,5 to 10,54,44,39,7
979,male,group A,some college,free/reduced,completed,married,sometimes,no,1,school_bus,5 to 10,66,66,63,7
980,male,group C,some college,standard,none,married,never,no,4,private,5 to 10,65,63,58,7
982,male,group E,associate's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 to 10,80,66,72,7
983,male,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,5 to 10,78,74,72,7
985,female,group E,master's degree,standard,none,married,regularly,yes,2,private,< 5,81,84,90,7
986,male,group A,some high school,free/reduced,none,married,regularly,no,3,school_bus,< 5,58,50,50,7
987,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,63,59,65,7
988,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,81,92,82,7
989,female,group E,high school,standard,none,single,sometimes,no,4,private,> 10,92,97,98,7
990,male,group E,NA,standard,none,divorced,sometimes,no,4,private,5 to 10,96,85,86,7
991,male,group D,high school,standard,none,single,never,no,4,private,5 to 10,67,62,54,7
992,female,group D,high school,standard,none,single,regularly,no,1,school_bus,5 to 10,63,72,70,7
994,female,group D,high school,standard,none,married,regularly,NA,1,private,< 5,54,70,70,7
995,male,group D,bachelor's degree,standard,none,married,sometimes,yes,1,private,< 5,63,61,54,7
996,female,group D,high school,free/reduced,none,single,regularly,yes,1,school_bus,< 5,75,80,82,7
997,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,2,NA,5 to 10,61,58,52,7
998,female,group E,some college,standard,completed,married,regularly,yes,0,school_bus,5 to 10,55,57,62,7
999,male,group E,some high school,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,74,65,59,7
0,male,group C,high school,standard,none,married,sometimes,yes,5,school_bus,5 to 10,56,50,41,8
1,male,group A,some college,free/reduced,none,divorced,sometimes,no,3,private,5 to 10,71,64,57,8
2,female,group D,some college,standard,completed,divorced,regularly,yes,0,school_bus,5 to 10,65,64,69,8
3,male,group C,associate's degree,free/reduced,none,divorced,sometimes,no,NA,private,> 10,70,66,59,8
4,male,group E,some high school,free/reduced,none,single,sometimes,yes,1,private,5 to 10,79,61,59,8
5,female,group C,high school,standard,none,married,sometimes,no,1,school_bus,5 to 10,63,63,59,8
6,female,group E,master's degree,free/reduced,none,widowed,sometimes,yes,1,private,> 10,79,83,87,8
7,male,group B,some high school,free/reduced,none,married,regularly,yes,3,school_bus,5 to 10,74,78,67,8
8,female,group E,some high school,standard,completed,married,sometimes,no,NA,school_bus,< 5,60,68,64,8
9,male,NA,some high school,standard,none,married,sometimes,yes,3,school_bus,> 10,52,45,41,8
10,male,group B,associate's degree,free/reduced,none,married,never,no,6,NA,< 5,49,40,42,8
11,male,group D,bachelor's degree,free/reduced,none,married,never,yes,3,private,> 10,61,56,54,8
12,female,group B,some high school,free/reduced,none,married,sometimes,yes,4,private,< 5,45,51,50,8
13,male,group B,high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,60,65,54,8
14,female,group D,master's degree,free/reduced,none,married,sometimes,no,3,NA,< 5,84,96,95,8
15,female,group C,associate's degree,standard,none,married,regularly,yes,2,school_bus,> 10,93,98,100,8
16,male,NA,high school,standard,none,married,regularly,no,2,school_bus,> 10,90,87,78,8
17,male,group D,some high school,standard,none,divorced,never,yes,3,school_bus,5 to 10,45,44,37,8
18,male,group D,some high school,free/reduced,none,divorced,never,no,4,private,5 to 10,61,56,51,8
19,female,group B,bachelor's degree,standard,none,married,NA,no,3,private,NA,72,84,74,8
20,female,group C,some high school,free/reduced,completed,married,never,no,3,school_bus,> 10,39,59,62,8
21,female,group E,high school,standard,none,single,sometimes,yes,1,school_bus,5 to 10,67,70,66,8
22,female,group B,associate's degree,free/reduced,completed,widowed,sometimes,yes,NA,school_bus,5 to 10,64,89,82,8
23,female,group E,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,5 to 10,73,83,76,8
25,male,group E,associate's degree,standard,none,divorced,sometimes,yes,NA,school_bus,> 10,84,65,68,8
26,female,group E,bachelor's degree,free/reduced,NA,married,sometimes,yes,5,NA,5 to 10,70,84,71,8
27,male,group D,high school,standard,none,married,regularly,yes,1,school_bus,> 10,90,76,74,8
28,male,group D,some high school,free/reduced,none,married,regularly,yes,2,NA,< 5,52,47,50,8
29,female,group D,some college,standard,none,NA,regularly,yes,6,private,5 to 10,87,93,93,8
30,female,NA,some high school,free/reduced,none,married,regularly,yes,3,NA,5 to 10,58,54,50,8
31,female,group B,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,5 to 10,74,79,82,8
32,female,group D,high school,standard,none,married,sometimes,yes,1,school_bus,5 to 10,68,78,79,8
33,female,group D,some high school,free/reduced,completed,married,sometimes,no,4,school_bus,< 5,30,46,54,8
34,female,group C,high school,free/reduced,completed,single,regularly,yes,7,school_bus,< 5,52,68,71,8
35,male,group D,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,57,51,48,8
36,female,group B,some college,standard,none,married,sometimes,yes,5,NA,5 to 10,74,72,72,8
37,male,group C,some college,standard,completed,married,never,yes,3,private,5 to 10,63,64,65,8
38,female,group C,some college,standard,none,married,sometimes,yes,2,school_bus,> 10,46,53,49,8
39,male,group B,associate's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,78,68,74,8
40,female,group A,bachelor's degree,free/reduced,none,single,regularly,yes,5,school_bus,5 to 10,42,58,59,8
41,female,group E,high school,standard,none,divorced,never,yes,1,school_bus,5 to 10,62,72,65,8
42,male,group E,some high school,standard,none,single,regularly,yes,3,private,> 10,53,44,39,8
43,male,group E,some college,free/reduced,completed,married,sometimes,yes,3,private,5 to 10,89,88,88,8
44,female,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,72,70,73,8
46,male,group C,high school,standard,none,divorced,regularly,yes,3,school_bus,5 to 10,82,82,75,8
47,male,group C,some college,standard,completed,married,regularly,no,1,private,5 to 10,78,65,68,8
48,female,group C,associate's degree,standard,none,single,regularly,yes,3,private,< 5,54,70,68,8
49,male,group D,high school,free/reduced,none,married,sometimes,yes,0,private,> 10,70,66,63,8
50,female,group D,master's degree,standard,none,divorced,sometimes,yes,NA,NA,5 to 10,83,92,91,8
51,male,group B,some high school,standard,none,married,sometimes,yes,2,private,5 to 10,76,79,75,8
53,male,group D,some high school,standard,none,divorced,sometimes,yes,0,school_bus,< 5,54,58,54,8
54,female,NA,NA,standard,completed,married,sometimes,yes,1,school_bus,5 to 10,72,69,73,8
55,female,group D,bachelor's degree,standard,none,married,never,yes,2,private,NA,71,83,85,8
57,female,group E,some college,free/reduced,none,divorced,sometimes,no,1,private,5 to 10,62,75,73,8
58,female,group D,some college,free/reduced,none,married,sometimes,yes,3,school_bus,5 to 10,79,85,86,8
59,female,group D,associate's degree,standard,none,married,never,no,2,private,> 10,69,76,70,8
60,male,group A,bachelor's degree,standard,none,married,sometimes,NA,2,school_bus,< 5,59,62,53,8
61,female,group D,associate's degree,standard,completed,married,regularly,yes,3,school_bus,5 to 10,66,85,85,8
62,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,5,private,5 to 10,78,87,86,8
63,female,group E,some college,free/reduced,completed,single,sometimes,no,1,private,> 10,83,88,95,8
64,female,NA,some high school,standard,none,single,sometimes,yes,1,school_bus,5 to 10,42,55,47,8
65,male,group B,high school,standard,none,married,regularly,no,4,private,5 to 10,53,54,45,8
66,male,group C,some college,free/reduced,none,married,sometimes,no,NA,private,5 to 10,73,74,70,8
67,female,group D,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,66,68,79,8
68,male,group B,associate's degree,standard,completed,married,regularly,no,5,school_bus,5 to 10,80,80,77,8
69,female,group C,high school,standard,none,single,never,NA,4,private,NA,59,80,71,8
70,female,group D,associate's degree,free/reduced,completed,single,regularly,no,1,school_bus,5 to 10,63,82,91,8
71,male,group B,some college,standard,completed,single,sometimes,yes,3,school_bus,5 to 10,87,83,82,8
72,male,group E,master's degree,free/reduced,completed,single,regularly,NA,2,school_bus,< 5,90,85,86,8
73,female,group C,associate's degree,standard,completed,single,sometimes,yes,0,private,> 10,91,93,95,8
74,male,group E,some college,free/reduced,completed,divorced,sometimes,yes,4,school_bus,5 to 10,75,71,72,8
75,female,group C,high school,standard,none,married,never,yes,2,school_bus,5 to 10,48,65,64,8
76,male,group B,associate's degree,free/reduced,none,divorced,never,yes,0,NA,< 5,63,73,71,8
77,male,group D,some college,standard,completed,married,sometimes,yes,3,school_bus,< 5,91,86,91,8
78,female,group B,high school,standard,none,divorced,regularly,yes,1,NA,< 5,87,88,89,8
79,female,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,> 10,73,73,72,8
80,female,group D,associate's degree,standard,completed,married,regularly,yes,1,private,NA,75,85,88,8
81,female,group E,NA,standard,completed,married,regularly,yes,1,school_bus,5 to 10,91,100,100,8
82,male,group C,some high school,standard,none,married,sometimes,NA,1,NA,< 5,57,61,54,8
83,female,NA,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,95,98,96,8
84,male,group E,high school,standard,NA,NA,sometimes,no,1,school_bus,5 to 10,94,89,84,8
85,male,group B,high school,standard,none,married,regularly,no,3,private,< 5,58,60,61,8
86,female,NA,bachelor's degree,standard,none,married,regularly,no,5,private,NA,76,77,71,8
87,female,group B,high school,standard,completed,single,sometimes,yes,3,private,5 to 10,82,92,86,8
88,female,group B,NA,free/reduced,none,married,sometimes,no,1,NA,5 to 10,59,86,80,8
89,male,group E,bachelor's degree,standard,completed,divorced,never,yes,2,NA,5 to 10,86,72,75,8
90,male,group C,some college,standard,completed,married,regularly,no,4,private,< 5,75,81,83,8
91,male,group C,high school,standard,none,divorced,regularly,yes,0,private,5 to 10,59,55,51,8
92,male,NA,some high school,standard,none,widowed,regularly,no,4,private,5 to 10,78,69,64,8
93,female,group C,some high school,free/reduced,completed,married,never,no,4,school_bus,< 5,31,57,50,8
94,female,group D,some college,standard,NA,married,regularly,no,3,private,< 5,75,85,90,8
96,female,group E,associate's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,84,77,80,8
97,female,group A,some high school,standard,completed,single,never,no,1,school_bus,5 to 10,62,71,72,8
98,female,group A,bachelor's degree,free/reduced,none,single,regularly,yes,2,school_bus,5 to 10,63,68,71,8
99,female,group D,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,5 to 10,59,77,74,8
101,female,group D,associate's degree,free/reduced,completed,single,sometimes,no,3,private,5 to 10,72,85,84,8
102,male,group E,master's degree,free/reduced,none,married,regularly,yes,3,school_bus,> 10,81,77,76,8
103,female,group B,high school,standard,none,married,sometimes,yes,NA,school_bus,> 10,71,65,66,8
104,female,group B,NA,free/reduced,NA,married,sometimes,yes,1,school_bus,< 5,40,60,55,8
105,female,group D,associate's degree,standard,none,single,sometimes,yes,4,school_bus,NA,73,77,75,8
106,female,group C,some high school,free/reduced,none,single,regularly,yes,3,school_bus,< 5,58,78,71,8
107,male,group C,associate's degree,free/reduced,completed,single,never,no,NA,private,> 10,67,81,81,8
108,female,group C,NA,standard,none,married,regularly,no,5,school_bus,5 to 10,57,63,58,8
109,male,NA,NA,standard,none,single,never,yes,5,school_bus,< 5,85,81,79,8
110,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,2,NA,> 10,81,67,67,8
111,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,5 to 10,61,60,57,8
112,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,54,73,71,8
113,male,NA,some high school,standard,none,married,sometimes,yes,3,school_bus,5 to 10,77,67,67,8
114,female,group E,some high school,standard,none,married,sometimes,yes,1,private,< 5,63,68,65,8
115,female,group A,high school,standard,none,married,sometimes,yes,0,school_bus,5 to 10,55,69,67,8
116,female,group E,master's degree,standard,none,married,sometimes,yes,1,NA,5 to 10,89,88,85,8
117,female,group C,high school,standard,none,married,regularly,no,2,school_bus,5 to 10,79,84,80,8
118,male,group C,associate's degree,standard,none,single,regularly,no,5,school_bus,> 10,81,80,73,8
120,male,group B,master's degree,free/reduced,completed,NA,sometimes,yes,2,private,< 5,70,72,74,8
121,male,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,5 to 10,89,90,89,8
122,male,group A,some college,standard,none,single,never,yes,2,private,> 10,72,62,59,8
123,male,group C,associate's degree,standard,NA,divorced,regularly,yes,1,school_bus,5 to 10,87,92,79,8
124,female,group B,some college,standard,none,NA,regularly,yes,3,private,< 5,75,81,77,8
125,female,group B,some college,standard,completed,married,regularly,yes,2,private,< 5,73,78,79,8
126,male,group B,high school,standard,none,married,sometimes,yes,1,school_bus,> 10,56,51,45,8
127,male,group E,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,5 to 10,100,94,95,8
128,female,group B,high school,standard,none,married,never,yes,3,private,< 5,33,40,40,8
129,male,group B,some college,standard,completed,widowed,sometimes,yes,2,school_bus,5 to 10,88,73,79,8
130,female,group B,associate's degree,free/reduced,none,divorced,regularly,no,1,school_bus,5 to 10,56,71,69,8
131,female,group C,some high school,standard,none,married,regularly,NA,5,school_bus,5 to 10,86,81,84,8
132,male,group A,associate's degree,standard,none,single,never,no,NA,NA,< 5,78,66,61,8
133,male,group C,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,5 to 10,46,38,26,8
134,male,group D,associate's degree,free/reduced,completed,divorced,regularly,no,3,NA,5 to 10,53,47,58,8
135,male,group C,some college,free/reduced,none,single,sometimes,yes,2,school_bus,5 to 10,68,67,61,8
136,female,group B,associate's degree,standard,none,married,regularly,yes,0,school_bus,5 to 10,80,82,75,8
138,male,group B,high school,standard,completed,married,sometimes,yes,2,private,> 10,100,96,96,8
139,male,group C,bachelor's degree,standard,completed,married,regularly,yes,0,private,5 to 10,88,90,95,8
140,female,group D,some college,free/reduced,none,single,sometimes,yes,2,private,< 5,56,71,71,8
142,male,group B,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,53,49,49,8
143,male,group C,some high school,standard,none,divorced,regularly,yes,0,school_bus,5 to 10,75,71,62,8
144,male,group E,associate's degree,standard,none,NA,never,no,5,private,> 10,97,92,90,8
145,female,group D,some college,standard,completed,divorced,sometimes,yes,0,school_bus,< 5,88,96,98,8
146,male,NA,bachelor's degree,standard,none,married,regularly,yes,2,private,> 10,79,63,64,8
147,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,50,51,55,8
148,female,group C,master's degree,standard,none,married,sometimes,no,1,NA,> 10,90,82,88,8
149,male,group A,associate's degree,free/reduced,completed,divorced,regularly,no,3,school_bus,> 10,76,85,82,8
150,male,group C,some high school,standard,none,married,regularly,yes,1,private,5 to 10,88,77,74,8
151,female,group C,some high school,standard,NA,divorced,regularly,yes,1,private,5 to 10,80,86,78,8
152,female,group E,master's degree,standard,none,married,regularly,no,3,school_bus,5 to 10,91,90,97,8
153,male,group C,bachelor's degree,standard,completed,single,sometimes,no,3,NA,> 10,78,71,71,8
155,female,group C,some high school,standard,none,divorced,sometimes,yes,1,school_bus,< 5,85,86,80,8
156,female,group C,some college,standard,none,married,regularly,yes,1,NA,> 10,67,73,71,8
157,male,group C,associate's degree,standard,none,single,NA,yes,0,school_bus,5 to 10,48,43,38,8
158,female,group C,master's degree,free/reduced,completed,single,never,yes,3,private,< 5,77,94,90,8
159,male,group A,some high school,standard,none,NA,sometimes,no,4,private,< 5,77,81,77,8
161,male,group B,some college,standard,none,NA,regularly,yes,5,school_bus,> 10,83,78,73,8
162,female,group D,some high school,free/reduced,none,married,sometimes,no,5,school_bus,5 to 10,69,66,70,8
163,female,group B,high school,standard,none,married,never,yes,1,private,5 to 10,64,72,70,8
164,male,group D,bachelor's degree,standard,none,single,sometimes,NA,2,private,5 to 10,50,46,52,8
165,female,group C,NA,standard,none,divorced,regularly,no,1,school_bus,> 10,60,65,71,8
166,female,group C,some college,standard,none,NA,sometimes,yes,2,school_bus,< 5,48,62,58,8
168,female,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,51,52,52,8
170,male,NA,some high school,free/reduced,none,married,regularly,no,1,private,< 5,59,62,51,8
171,female,group E,some high school,standard,none,single,never,yes,0,school_bus,> 10,68,68,63,8
172,female,NA,some high school,standard,none,married,sometimes,yes,0,private,> 10,64,68,67,8
173,female,group D,some college,free/reduced,none,married,never,no,4,private,5 to 10,61,78,81,8
174,male,group B,some college,free/reduced,none,married,regularly,no,3,school_bus,< 5,67,65,61,8
175,female,group C,high school,standard,none,divorced,sometimes,yes,NA,private,> 10,57,68,71,8
176,male,group B,high school,free/reduced,none,married,never,yes,3,NA,5 to 10,56,53,49,8
177,male,group B,some college,free/reduced,none,married,regularly,no,1,school_bus,5 to 10,54,50,52,8
178,male,group D,master's degree,standard,none,married,never,yes,3,school_bus,5 to 10,97,97,97,8
179,female,group A,bachelor's degree,standard,completed,single,regularly,yes,2,school_bus,5 to 10,48,61,69,8
180,male,group D,some college,standard,completed,divorced,never,yes,0,school_bus,5 to 10,71,59,63,8
183,female,group C,master's degree,standard,completed,married,regularly,yes,3,school_bus,5 to 10,87,95,94,8
184,female,group B,bachelor's degree,standard,none,NA,sometimes,no,5,school_bus,5 to 10,52,60,59,8
185,male,group E,associate's degree,free/reduced,none,married,sometimes,NA,3,school_bus,5 to 10,63,61,58,8
186,female,group C,NA,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,57,83,81,8
187,female,group B,some college,free/reduced,none,divorced,regularly,yes,1,school_bus,5 to 10,72,85,85,8
188,male,group B,some high school,free/reduced,none,married,regularly,yes,1,school_bus,5 to 10,54,53,51,8
189,female,group D,some high school,standard,none,married,sometimes,no,1,private,5 to 10,72,72,78,8
190,male,group B,associate's degree,standard,none,married,never,yes,3,private,> 10,90,92,82,8
191,female,group D,associate's degree,standard,none,single,never,yes,2,school_bus,5 to 10,86,79,78,8
192,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,NA,75,86,83,8
193,male,group E,master's degree,standard,none,married,never,yes,4,school_bus,< 5,94,97,82,8
194,female,group C,NA,standard,none,married,sometimes,yes,0,private,< 5,64,67,66,8
195,male,group D,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,5 to 10,100,98,95,8
196,female,group B,high school,standard,completed,single,regularly,yes,0,school_bus,5 to 10,69,73,71,8
197,male,group D,high school,free/reduced,none,single,never,yes,0,NA,5 to 10,63,62,57,8
198,male,group D,some college,standard,completed,divorced,regularly,yes,NA,school_bus,5 to 10,71,68,71,8
199,female,group B,NA,standard,completed,married,regularly,no,3,school_bus,5 to 10,80,100,100,8
200,male,group A,high school,standard,none,married,sometimes,yes,2,private,5 to 10,42,47,41,8
201,female,group D,some college,standard,none,divorced,regularly,yes,3,school_bus,NA,61,71,74,8
202,female,group C,some high school,free/reduced,none,married,sometimes,no,2,school_bus,5 to 10,42,51,50,8
203,male,group D,bachelor's degree,standard,none,divorced,sometimes,yes,5,private,> 10,95,87,86,8
204,female,group A,some college,standard,completed,married,sometimes,no,2,private,> 10,61,73,75,8
205,male,group E,high school,free/reduced,none,married,sometimes,no,1,school_bus,> 10,71,72,63,8
206,female,group D,some high school,free/reduced,none,married,regularly,yes,2,school_bus,5 to 10,48,58,59,8
207,male,group C,master's degree,free/reduced,none,divorced,sometimes,yes,5,private,> 10,46,50,53,8
209,male,group B,NA,free/reduced,none,married,never,yes,3,private,5 to 10,73,60,61,8
211,female,group D,associate's degree,standard,none,divorced,never,no,1,school_bus,> 10,63,71,71,8
212,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,< 5,74,77,81,8
213,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,NA,5 to 10,90,100,100,8
214,female,group C,some high school,standard,completed,single,regularly,yes,3,NA,< 5,71,77,83,8
215,male,group E,some high school,standard,none,single,sometimes,yes,2,school_bus,5 to 10,100,87,83,8
216,female,group C,high school,standard,none,single,never,yes,1,school_bus,< 5,80,87,85,8
217,female,group D,some college,standard,completed,married,regularly,yes,1,school_bus,> 10,63,75,74,8
218,male,group C,some high school,standard,none,married,regularly,yes,3,private,5 to 10,69,65,58,8
219,male,group E,associate's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,70,60,58,8
220,male,group B,high school,free/reduced,completed,married,regularly,NA,0,school_bus,< 5,73,70,73,8
221,female,group B,master's degree,standard,none,married,never,yes,1,school_bus,< 5,72,75,74,8
222,female,group B,associate's degree,standard,none,single,sometimes,yes,3,private,5 to 10,84,84,85,8
223,male,group A,NA,standard,completed,married,never,yes,1,school_bus,> 10,71,58,65,8
224,female,group C,some high school,standard,none,NA,never,yes,0,school_bus,5 to 10,74,81,77,8
226,female,group C,high school,standard,NA,single,sometimes,no,3,private,5 to 10,40,50,50,8
227,male,NA,some high school,free/reduced,completed,married,regularly,yes,2,NA,> 10,61,57,52,8
228,female,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,5 to 10,57,71,67,8
229,male,group B,master's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,83,82,77,8
230,male,NA,some high school,standard,none,single,regularly,yes,1,school_bus,5 to 10,62,65,64,8
231,female,group E,some college,standard,none,single,sometimes,yes,0,school_bus,5 to 10,88,91,89,8
232,female,group D,some high school,standard,none,single,never,yes,1,private,< 5,42,48,52,8
233,female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,4,school_bus,< 5,64,61,61,8
235,female,group B,some college,standard,none,married,regularly,yes,2,school_bus,5 to 10,37,44,47,8
236,male,group B,NA,standard,none,married,sometimes,yes,0,private,5 to 10,66,60,60,8
237,male,group C,master's degree,standard,completed,single,regularly,yes,3,school_bus,5 to 10,91,92,87,8
238,female,group C,high school,standard,none,divorced,sometimes,yes,2,school_bus,5 to 10,77,82,82,8
239,male,group D,associate's degree,standard,completed,married,never,yes,2,private,> 10,92,83,81,8
240,male,group C,some college,standard,completed,single,sometimes,no,5,school_bus,5 to 10,83,75,77,8
241,male,group B,some college,free/reduced,none,married,sometimes,yes,6,NA,5 to 10,63,63,55,8
242,female,group A,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,5 to 10,83,93,100,8
243,female,group D,some college,standard,completed,single,never,no,3,private,5 to 10,69,83,82,8
244,female,group C,master's degree,standard,completed,single,sometimes,no,3,private,5 to 10,59,59,68,8
245,male,group D,high school,standard,none,married,never,yes,0,school_bus,5 to 10,81,79,73,8
